topic,content
Basketball,"LOS ANGELES — Vast upheaval within the Los Angeles Lakers organization continued on Friday afternoon when the team announced that Luke Walton was stepping down as coach.The Lakers said in a statement that Walton and the team had “mutually agreed to part ways,” without elaborating. The news came three days after Magic Johnson, the team’s president for basketball operations, made the surprise announcement that he was resigning so he could devote more time to his business interests.Walton, 39, was in his third season with the Lakers, who were expected to vie for a playoff spot after signing LeBron James, a four-time N.B.A. most valuable player, to a four-year, $154 million contract last July. Instead, the Lakers scuffled to a 37-45 record after months of general dysfunction and momentum-sapping injuries. They finished 10th in the Western Conference, well out of playoff position.The N.B.A.’s postseason will start Saturday but without the Lakers, whose postseason drought is now at six seasons. Not even the celebrated addition of James could salvage this one, but he missed significant time with a groin injury. And even when he was on the court, he appeared detached from his teammates as weeks of misery mounted.The Lakers are fraught with problems. When Johnson announced that he was quitting this week, he indicated that he had been planning to fire Walton and that he had the support of Jeanie Buss, the team’s controlling owner, to go forward with the move. But then Johnson resigned — in part, he said, because he could not go through with affecting someone’s “livelihood.”Hours later, after the Lakers had closed out their season with a loss to the Portland Trail Blazers, Walton said that he was looking forward to an eventful summer with the team in hopes of making improvements. Now he is gone, too, though he may not be unemployed for long.The Sacramento Kings immediately responded to Friday’s news by reaching out to Walton’s representatives to arrange an interview for their coaching vacancy, according to two people familiar with Sacramento’s plans who were not authorized to discuss them publicly. Walton is considered the front-runner to replace Dave Joerger, whom the Kings fired this week.Steve Kerr, the coach of the Golden State Warriors, expressed his support for Walton, one of his former assistants.“In this job, as a coach in the N.B.A., you are 100 percent dependent on your circumstances: the strength of your organization, the momentum, unity,” Kerr told reporters in Oakland, Calif. “Everything has to be in good order, because if it’s not, as we have witnessed with the Lakers, then there’s going to be casualties, and usually the coach is the first one.”He added: “They’re losing one of the best humans in the N.B.A. They’re losing a guy who knows the game as well as anybody I’ve met. They’re losing somebody who players believe in.”Walton, the son of the Hall of Fame center Bill Walton, was working with an ill-conceived roster that lacked depth, defense and perimeter shooting. Still, the pressure was on him before the season even began. Once the Lakers got off to a slow start, Johnson chastised Walton in a closed-door meeting, raising speculation that Walton was already on the hot seat.Questions about Walton’s job security persisted throughout the season as he shuffled rotations and lineups, searching for solutions that never materialized.Walton refused to make excuses — publicly, he was a voice of unwavering optimism amid a sea of discontent — but it hardly helped that the Lakers were troubled by injuries, especially at point guard.Then there was James, who had been incredibly durable in his 16-year career. But during the Lakers’ Christmas Day game against the Warriors, he limped off the court with a strained groin and missed the next 17 games. Without him, the Lakers struggled. The hope was that they could regain their footing once he returned, but he was not the cure-all anyone imagined. The Lakers continued to lose with James back in the lineup, even though he said he had “activated” himself for a playoff push.It had become clear by then, however, that the Lakers did not have any discernible chemistry, especially after Johnson and Rob Pelinka, their general manager, tried and failed to acquire the All-Star center Anthony Davis from the New Orleans Pelicans ahead of February’s trade deadline. (It was no coincidence, perhaps, that Davis and James shared an agent, Rich Paul.) The Lakers were willing to send the Pelicans several of their promising young players, including Kyle Kuzma, Brandon Ingram and Lonzo Ball, but were rebuffed in their attempts to swing a blockbuster deal."
Basketball,"And the Oscar goes to … the Knicks?Not quite. But the team — and its woeful state as one of the worst teams in the N.B.A. — did get a shout out during the Academy Awards on Sunday night.When Samuel L. Jackson came out with Brie Larson to present the Best Adapted Screenplay award at the Oscars, he had a short preamble, a personal message to Spike Lee, a nominee and a famously devoted Knicks fan through thick and thin.“First of all, Spike, so glad you’re sitting down,” Jackson began. “After 18 consecutive home losses, the Knicks won tonight. I repeat, the Knicks won tonight, defeated San Antonio, 130-118”Jackson’s stats were accurate. The 18-game home losing streak had set a franchise record.Jackson’s news flash drew a laugh from Lee, and also an exclamation. It was not audible on the broadcast, but just about every armchair lip reader believed he said, “We’re trying to tank.”While you might think that the end of a long losing streak would delight a superfan like Lee, there are those Knicks supporters out there who don’t especially want to win many — or any — more games.If the Knicks finish in the bottom three of the N.B.A., they will get the best possible chance, 14 percent, to land the top draft pick in June. A recent injury aside, that is still expected to be the Duke star Zion Williamson. A bottom three finish would also give the Knicks a 40 percent chance at a top three pick.As of Monday morning, the Knicks stand at 12-48, for the second worst record. Despite their win, they look likely to grab a bottom three spot, probably alongside the Phoenix Suns (11-50) and Cleveland Cavaliers (14-46). But the Chicago Bulls are looming, two games “better” than the Cavs.The league actually changed the draft lottery percentages this season in an effort to cut down on tanking, particularly after the 76ers went on a multiyear losing period of terrible play that got them several top picks. A year ago, the worst record offered a full 25 percent chance at No. 1, with the second and third worst teams getting 20 and 16 percent chances.Lee has been the Knicks’ consensus No. 1 fan for years, sitting courtside and not infrequently interacting with players on both teams. Perhaps most infamously, in 1994, he jawed with the Pacers’ Reggie Miller in a conference finals game. Miller went on to the lead the Pacers to victory, drawing a “Thanks a Lot Spike” headline from The New York Daily News.Jackson and Lee have a history as well, with Jackson appearing in “Do the Right Thing,” “School Daze,” “Jungle Fever” and “Mo Better Blues.” They are also both alumni of Morehouse College.In this age of smartphones, there’s a good chance that those at the Oscars who cared already knew the Knicks score, perhaps including Lee.That wasn’t the case in 1976, when Elliott Gould, presenting the award for best editing, alerted the audience that Indiana had won the men’s basketball national championship, 86-68. “I listened to the score before we went out to make the presentation,” he told Grantland. “Literally in the wings, there was a radio there.”By the way, along with his co-writers, Lee won on Sunday, his first competitive Oscar. There is no evidence that “The Ballad of Buster Scruggs” or the other nominees engaged in any tanking."
Basketball,"Knicks Coach David Fizdale pulled at the edge of his graying beard as he dissected his team’s latest blowout loss. Leading a team that is now 10-42, the worst record in the N.B.A., Fizdale has had to search hard for traces of sunshine.As he answered questions from reporters at a recent postgame news conference, the frames of his trademark glasses looked as broken as the franchise itself. The damaged black frames were held together by a glop of glue; Fizdale had cracked them earlier in the season.It is easy to say now, but with 30 games remaining the Knicks seem to have been lost from the start. They began the season with the youngest roster in the N.B.A., with an average age of less than 24.5 years old. Development became the mantra with Fizdale, who in his first season as the Knicks head coach has frequently referred to his players as “kids.” Inexperience, a revolving-door rotation, and the absence of Kristaps Porzingis — the star forward who has been out injured since February 2018 — compounded the losing.Now, after last week’s trade that sent Porzingis to the Dallas Mavericks ended any hope that he might return to save the season, the Knicks could be in danger of finishing with the worst record in franchise history. The low mark was a 17-65 record during the 2014-15 season. They have lost 13 in a row, 25 of the last 27 and a franchise-record 14 consecutive games at home. Not surprisingly, they were 27th in the league in offensive rating and 28th in defensive rating entering Monday night’s games.Of course, Knicks fans have become inured to the losing — this will be the team’s sixth consecutive season without a winning record. Other than the 2012-13 season, when the Knicks reached the Eastern Conference semifinals, it has been nearly two decades since the team advanced beyond the first round of the playoffs.Newcomers like Kevin Knox, Mitchell Robinson and Allonzo Trier may be the future, but injuries and inconsistency have marred the present. Knox, the 6-foot-9 forward chosen ninth over all in last year’s draft, is one of the youngest players in the league, at 19. In December he earned Eastern Conference Rookie of the Month honors, but his 37.1 shooting percentage needs to improve.The Knicks took a gamble on the 7-foot-1 Robinson when they selected him in the second round of June’s draft, 36th over all. He was the only player in last year’s draft who did not play in college, overseas or in the N.B.A.’s developmental league. Instead, Robinson took a year off from organized basketball after high school to get ready for the draft.Trier, a 6-foot-5 guard, went undrafted after three seasons at Arizona, but his early impressive play led to a two-year, $7 million deal with the Knicks.The Knicks’ front office has been lauded for its savvy picks in last year’s draft and its recent acquisition of reclamation projects. That acumen will be tested in June. The Knicks, who own a first-round draft pick, will have the chance to select an impact player with their winning-by-losing approach.The more they lose, the better their chances are of landing Duke’s Zion Williamson or another highly coveted prospect. Still, it is not a slam dunk — even if the Knicks fail to win 20 games this year. Being the worst team in the N.B.A. used to provide a greater advantage in the draft lottery. Because the league changed the rule to deter teams from tanking, the bottom three teams now share the same 14 percent odds of winning the No. 1 pick. Previously, the worst team held a 25 percent chance.“Obviously, you always want to win. Every game we play we’re trying to win,” Fizdale has said.But what if the Knicks actually did start winning, boosted by the three players acquired in the Porzingis trade with Dallas? The Knicks gained the promising guard Dennis Smith Jr., who was a first-round draft pick in 2017, and the expiring contracts of the veterans DeAndre Jordan and Wesley Matthews, plus two future first-round picks. Porzingis, Tim Hardaway Jr., Courtney Lee and Trey Burke were shipped to the Mavericks.The Knicks’ newcomers knew only a few of the team’s offensive plays before making their debut against Memphis on Sunday, with Smith Jr. and Jordan starting. Both made standout plays early. Smith scored his first basket on a drive into the lane with an up-and-under layup and added another in a fast-break opportunity. Jordan registered a block, followed by an alley-oop dunk off an assist from Smith. All this competent basketball made some Knicks fans nervous, leading to some angst-ridden gallows humor on social media.The Knicks held on for the loss, 96-84.With Smith and Jordan in the starting lineup, the Knicks have continued their season theme of roster roulette. Fizdale has stitched together 57 five-man lineups that have played 10 or more minutes together this season. But of those groups, only five lineups have played 50 or more minutes together."
Basketball,"NEW ORLEANS — The New Orleans Pelicans have scuffled along for years as one of the N.B.A.’s worker-bee franchises, a respectable team but not one that has vied for championships. They lose as often as they win and play their home games in an arena called the Smoothie King Center, where a big-beaked mascot named Pierre roams the crowd.But in recent seasons, the team has employed someone even more special: Anthony Davis, a gifted center and one of the best players in the league. Davis has a pterodactyl-length wingspan and a unibrow, which has become as much a part of his persona as his skyscraping dunks. Fans know him as “The Brow,” as if he were a superhero who draws strength from his facial hair.New Orleans used to love him for it — until two weeks ago, when he shook the league and asked the Pelicans to trade him. The Pelicans, in return, made a bold move of their own: They refused to let him go, at least not yet.Now Davis and New Orleans are stuck together in basketball purgatory — “It definitely is different,” said Jrue Holiday, the team’s starting point guard — and the city’s long-suffering sports fans can only wonder: What do we do now?“It’s not a new thing that guys demand to be traded,” Alvin Gentry, the Pelicans coach, said in an interview, “but I thought the timing of it kind of put everybody in a tough situation.”It has been a soul-crushing few weeks for sports fans here. They absorbed a major blow last month when the New Orleans Saints, who are as much a tent revival as football team, lost to the Los Angeles Rams in the N.F.L. playoffs after a missed call by the referees, which may have cost the Saints a trip to the Super Bowl.A week later, Davis’s agent, Rich Paul, announced publicly that Davis wanted out of New Orleans and would not sign a contract extension.“Now that he’s going to leave, I’m excited to see what we can get for him,” said Ryan Bergeron, a 22-year-old legal assistant from New Orleans who is a regular at Pelicans games. Like many fans, Bergeron owns one of Davis’s replica jerseys — which he plans to keep in the back of his closet.“I think we’ll be better off without him,” Bergeron said.Not so long ago, Davis was throwing beads from a float as an honorary grand marshal at a Mardi Gras parade. But the city’s feelings toward him have curdled like week-old étouffée.On Friday night, when Davis played in his first home game for the Pelicans since his trade request, images of him were cut from a highlight package that played on the arena’s oversize video screens. The crowd showered him with boos that drowned out scattered cheers. As if to amplify his value while sticking it to those who expressed their displeasure, Davis collected 32 points and 9 rebounds.“It’s life, man,” Davis said of his frosty reception. “Some people aren’t going to like you.”New Orleans has dealt with its share of hardwood hardship. Franchises have come and gone, along with star players. The New Orleans Buccaneers were a charter member of the American Basketball Association from 1967 to 1970, but then relocated to Memphis. The New Orleans Jazz, founded as an N.B.A. expansion franchise in 1974, had a similarly abbreviated run before decamping for Utah in 1979.The N.B.A. returned to New Orleans in 2002 — back when the team was known as the Hornets — and eventually found a franchise star in point guard Chris Paul, who led the team to three playoff appearances before he, too, told management before the start of the 2011-12 season that he would not sign a contract extension. New Orleans traded him to the Los Angeles Clippers, then finished with the worst record in the Western Conference.But from the rubble of player discontent sprang fresh life in 2012: Tom Benson, then the owner of the Saints, bought the franchise, and the team, soon to be rebranded as the Pelicans, secured the top pick in the draft. (After Benson died last year, the ownership of both franchises was transferred to his wife, Gayle.) New Orleans used that pick on Davis, a freshman center who had just led Kentucky to an N.C.A.A. championship."
Basketball,"DALLAS — Moments before the home team was introduced on Monday night, Kristaps Porzingis made his usual walk behind the scorer’s table to take a seat on the Dallas Mavericks’ bench at American Airlines Center.Wearing a three-piece olive suit and a maroon tie, Porzingis saluted a friendly face in the crowd and proceeded to what has become his customary vantage point. It was Porzingis’s 13th home game as a spectator since Dallas acquired him from the Knicks on Feb. 1, as he continues to recover from a serious knee injury he sustained in February 2018.Porzingis, in other words, projected normalcy in his first public appearance since it emerged that he is under investigation by law enforcement authorities in New York City over an accusation that he sexually assaulted a woman there.As the Mavericks reveled in an unforeseen 16 points and 14 rebounds from the reserve center Salah Mejri, Porzingis was right in the heart of multiple bench celebrations. Coach Rick Carlisle had given Porzingis the option of taking personal time away from the team to escape the glare of the spotlight, but Porzingis declined. He wants to keep practicing, Carlisle said, and uphold his rooting routine through the final five games of the Mavericks’ third successive season of missing the playoffs.These, of course, are not normal times for the Mavericks — not when Porzingis, whom they acquired just 60 days ago to serve as a cornerstone for the franchise alongside the electric Slovene rookie Luka Doncic, is facing such grave allegations.Porzingis’s lawyer, Roland G. Riopelle, “unequivocally” denied the accusation and revealed that he formally referred the accuser to the F.B.I. in December for what he termed her “extortionate demands.”The New York Police Department and the Manhattan district attorney’s office have confirmed an investigation is underway, but representatives have declined to comment further. The woman filed a complaint on Thursday that accused Porzingis of sexually assaulting her in his Manhattan apartment on Feb. 7, 2018 — mere hours after he sustained the debilitating knee injury.The woman did not respond to several phone calls requesting comment.For the Mavericks — one season removed from a sexual harassment scandal that led to multiple firings and an overhaul of the franchise’s business and human resources departments — the case has invited fresh scrutiny of a trade for a marquee player who is the subject of a serious criminal complaint.Complicating matters for the Mavericks is their assertion that they cannot comment on the investigation. Before Monday’s unexpected victory over the short-handed Philadelphia 76ers, the Mavericks’ owner, Mark Cuban, reiterated to a group of reporters that the team was told by federal authorities not to comment about the case. The F.B.I. declined to comment.“I’ve got nothing to say — n-o-t-h-i-n-g,” Cuban said, spelling out the word and repeating a stance he has maintained since the allegations against Porzingis were first revealed Saturday night. “When I said federal authorities said for us not to comment, they were being serious.”Cuban and other Mavericks officials have referred all Porzingis-related questions to the N.B.A. The league office, however, has not responded to requests for further elaboration from The New York Times beyond its brief initial statement, from the N.B.A. spokesman Mike Bass, that “we are aware of the situation.”Riopelle said he had provided the district attorney’s office with materials that show the woman attempted to extort Porzingis.“We are confident that after the district attorney reviews these materials, they will recognize that the complaint in this case is completely meritless,” Riopelle said.Porzingis’s camp has received public backing from Michele Roberts, executive director of the National Basketball Players Association and a former trial lawyer."
Basketball,"Attention, couples everywhere: We’ve got some relationship advice from a New York couple who shared a familiar table in Midtown Manhattan on Tuesday night, celebrating their 20th anniversary.Beyoncé and Jay-Z? Sarah Jessica Parker and Matthew Broderick? Jessica and Jerry Seinfeld?Nope. Nope. Nope.Mike Breen and Walt Frazier (known as Clyde)?Yep and yep.However, their table was not covered with a white linen tablecloth and candles, but rather statistics sheets, laptops and a video monitor.Mr. Breen, 57, and Mr. Frazier, his 73-year-old partner-in-rhyme, have been a New York Knicks broadcasting team on MSG Networks for two decades.They recently discussed the keys to maintaining their rock-solid relationship, which began on television on Feb. 5, 1999, at Orlando, back when Mr. Frazier was a precocious neophyte (a phrase he uses to describe promising rookies, which happens to be one of Mr. Breen’s favorite Frazierisms).“To me, the most important aspects of any partnership are respect and concern,” said Mr. Frazier, an All-Star guard in his heyday — he was voted one of the 50 greatest players ever — who led the Knicks to their two N.B.A. titles, in 1970 and 1973.“Mike and I not only have a mutual respect, but we care about each other, and each other’s families,” said Mr. Frazier, who lives in Harlem with his longtime girlfriend, Patricia James. “I know that if I had a problem personally or professionally, Mike would be the first one there for me, and vice versa.”Rosanne Breen, who in September will celebrate an even longer time with Mr. Breen (their 30th wedding anniversary), said that listening to her husband and Mr. Frazier on the air “is like listening to a couple of relatives chatting on the phone.”“My favorite aspect of their relationship is how kind they are to one another, and how their admiration for each other comes across specifically through humor,” Ms. Breen said. “I think at least once a broadcast there’s some sort of very organic and natural interaction between them that ends up with one of them belly laughing, and I find that makes the broadcast really pleasant to listen to.”Mr. Frazier, who is better known to a legion of younger hoops fans for his colorful wardrobe and lyrical analysis — “The Knicks were crashing and dashing in the first half, now they’re stumbling and bumbling,” he said during a telecast earlier this season and possibly many other times this season — was again seated alongside Mr. Breen at the Knicks broadcast table on Tuesday when the Detroit Pistons arrived at Madison Square Garden.Mr. Breen, a lifelong Knicks fan whose sports idol was, and still is, Mr. Frazier, said that “maintaining a sense of humor” has also been crucial to achieving their long-term success.“We both enjoy laughing together on the air,” said Mr. Breen, who noted that an action poster of Mr. Frazier still hangs in the bedroom of the Westchester home where he grew up, and where his mother lives."
Basketball,"[What you need to know to start the day: Get New York Today in your inbox.]New York already holds Guinness World Records for the most billionaires and for being the most Instagrammed city. Now the city can claim another record: the world’s tallest politician, thanks to Robert Cornegy Jr., a city councilman who represents Brooklyn.A former professional basketball player who was part of the 1984-85 St. John’s University men’s basketball team that advanced to the Final Four, Mr. Cornegy, 53, officially tops out at 6-foot-10, according to an average of measurements provided by three doctors at Interfaith Medical Center in Brooklyn.“What I went through to get this measurement was borderline ridiculous,” said Mr. Cornegy, who will receive the designation on Wednesday at a ceremony at City Hall. “But I think it was worth it to bring that designation to New York — and Brooklyn.”Getting certified as “the world’s tallest politician (male)” was no easy feat. Guinness requires the record-holder to submit official height verification. Mr. Cornegy went to his former trainer at St. John’s University, but Guinness did not like the tools the trainer used. He then turned to the doctors at Interfaith, which is in his Council district.Mr. Cornegy received three measurements on the same day in January, but at different times and in varied poses. “Medically, there can be variations in height depending on certain factors,” said Dr. Mazin Khalid, who has practiced internal medicine at Interfaith for five years and provided one of the measurements.Mr. Cornegy’s height was recorded while he was lying on the floor, which generally produces a greater measurement because it relieves pressure on the vertebrae, and while he was standing with his heels and shoulders against a wall.“He’s very tall,” Dr. Khalid said. “It took three people to take the measurement.”Guinness officials said Mr. Cornegy is now the official record-holder, besting Sir Louis Gluckstein, a London politician who died in 1979, by two and a half inches. (The most recent record-holder was Archie Hamilton, a 6-foot-6 former member of the British Parliament, who slightly eclipses another New Yorker: the almost 6-foot-6 Mayor Bill de Blasio.)“When I first started this, I said there is no way I’m the tallest politician in the world. There must be an ambassador in Africa who is seven feet,” said Mr. Cornegy. “But when I found out the previous record-holder was only 6 foot 7 inches, I had to give it a shot.”Being that tall has personal costs. Mr. Cornegy paid a contractor to put his toilet at home on an eight-inch platform. “I want to see what it’s like for my feet to swing,” he said.Custom suits cost $700 and stylish shoes, at size 17, are at least $400, he said. Most cars are too small, so Mr. Cornegy rides the subway from his district in Bedford-Stuyvesant to City Hall. But unless he can get a seat, he spends most of the ride hunched over.“I have a moment of anxiety when the train pulls into the station,” he said.When talking to constituents, Mr. Cornegy, who has a master’s degree in organizational leadership, has learned to stand back at least three feet to make it easier for people to look up at him.Mr. de Blasio is the only local politician who comes close to seeing Mr. Cornegy eye to eye. The mayor was signing a bill in 2014 when Mr. Cornegy, then newly elected, walked into the room. “Look who’s here. Rob Cornegy, my archnemesis,” Mr. Cornegy recalled the mayor saying. But the two tallest men in New York politics get along pretty well."
Basketball,"Unhappy with mere tanking, displeased with their success at earning the N.B.A.’s worst record, the Knicks took Kristaps Porzingis, their once-in-a-generation asset, their most, and perhaps only, popular player, and traded him to the Dallas Mavericks on Thursday for potsherds and trinkets.Actually, point of information: Porzingis was not even the center of the transaction. The Knicks tossed him in as a sweetener to persuade the Mavericks to also take the putative shooting guard Tim Hardaway and his frightful contract. It was Steve Mills, the team president, whose feel for failure is bred in the bone, who handed Hardaway that $70.9 million deal two years ago. Now Mills and the rest of the Knicks’ vaunted leadership group have traded Porzingis to get rid of it.Had I been able to reach Mark Cuban, the Mavericks’ owner, for comment on his Porzingis heist, I can only assume he would have dissolved into uncontrollable laughter.We live in a national age of delusion and unapologetic rule-breaking, so perhaps there is a pleasingly nefarious explanation for this trade. If so, Knicks management should cling to it like a barnacle on the hull of a sinking ship. Perhaps the Knicks have successfully tampered with another team’s asset and know that Kevin Durant or Kyrie Irving, or both, will sign in the summer now that the franchise has plenty of cap space.But I would put the chances that the Knicks could pull off something that clever and diabolical at 6.82 percent. When in doubt it is wisest to bank on inexplicable incompetence.Porzingis apparently helped set all this off by requesting a trade. As a 7-foot-3 23-year-old coming off a serious knee injury, he represented a conundrum for management. Do you commit this summer to a long-term contract of the sort that would tickle the tummy of Croesus? Let’s assume the Knicks’ crack medical and rehabilitation staff warned that his future looked iffy.If so, why wouldn’t Knicks management dangle Porzingis for a week or more to interested teams and let natural competitive instincts come into play around the league? When healthy, Porzingis is a top 20 player, and that made him a rare asset. Instead, the Knicks traded him posthaste for the aging center DeAndre Jordan and a talented, but raw, point guard, Dennis Smith Jr. The Knicks already have raw point guards, so maybe management succumbed to a collect-them-all fever.All theories and psychological analyses are welcome.I’ve followed the Knicks for decades now, and my sons soon contracted my affliction. Like residents in a smallpox ward we often debate whether we have divined one obscure reason or another for faint hope, which is why I hopped the subway a week ago and went to Barclays Center to watch the Knicks take on the Brooklyn Nets.It was a desultory affair at times, but it did feature a Nets team that is climbing in the standings with surprising speed, in contrast to the Knicks, who are hurtling happily downward. And the Nets played like men returned from a near-death experience, happily surprised to possess a winning record after four losing seasons in the Hades of the N.B.A.To his credit, the Nets’ general manager, Sean Marks, has executed a smart rebuild with a fishmonger’s eye for plucking useful talent out of the discard pool. The Nets play a swarming defense with a collective bounce, and their wait-who-is-that-guy no-names are long on desire and short on distorting egos. It was possible to daydream that if only they could sign a Durant or a Kawhi Leonard as a free agent, the Nets could be a genuine terror in the Eastern Conference.The Knicks offer terror of a different sort. They decided this season to double down on what they have done instinctually for so many years and devote their energies to pure losing. They are superb at it. Entering Friday’s game against Boston, their record stood at 10-40, which assures them a high draft pick in June.The modern N.B.A. is an upstairs-downstairs league and runs a two-tier competition: The upstairs version is staged by the top 10 or so teams and is all about winning and praying that your team will not face the Golden State Warriors until late in the playoffs, at which point you will be excused for exiting quickly and feet first.The downstairs version involves a half-dozen teams, and the point is to become the worst of the worst and pray you can draft a young stud who will turn around your franchise. The worst-run teams return year after year to this brackish well. This is the game at which the Knicks currently excel.And there is indeed much unlovely about these Knicks. Their defense occupies a netherworld between theoretical and clueless. Their now-traded shooting guard, Hardaway, appeared to have had his conscience surgically removed and would shoot anywhere at any time and none too successfully."
Basketball,"Filip Peraić was in a rut. A freelance illustrator bored of his contract work, he had hoped to reignite his love of art through a long-term personal project.It made sense that Peraić, 30, who is from the basketball-obsessed city of Zadar, Croatia, would come up with a project related to the N.B.A. But instead of taking a broad look at his favorite players, or honoring his country’s many N.B.A. stars, Peraić decided to do something more specific — remarkably so. His project would consist entirely of portraits of James Harden’s head in profile, from the right side of the Houston Rockets star’s face.Suddenly Harden, who is known for his distinctive beard, existed in portrait form — as a tribute to Jackson Pollock in one of Peraić’s works and as a tribute to Wassily Kandinsky in another. There was one in the style of a medical illustration, and another that was a map of the fictional country of Hardenia. His beard became a giant whale, and it took on the distinctive curls of a Greek philosopher. In one particularly disturbing image, Harden’s face was replicated with human hair. In all, Peraić’s project, which came to be known as James Harden Illustrated, had 26 images, each one seemingly more bizarre than the previous one.“The best portraits are when I surprise myself,” Peraić said in a telephone interview. “I’m thinking about James Harden’s head constantly — it’s my passion project.”With Harden in the middle of a remarkable season, in which he is almost certain to finish with the highest scoring average of any player in N.B.A. history besides Wilt Chamberlain and Michael Jordan, Peraić is set to release another batch of the illustrations. The first was posted Thursday, and there will be one released each week for the next seven weeks, thus carrying Peraić’s followers into the playoffs.On Tuesday, in hopes of showcasing the existing work in advance of the new batch, Peraić tweeted out a thread of the 26 original images, which were completed from 2013 to 2017. The thread caught fire and was shared and favorited thousands of times.Peraić said the attention the posts received was gratifying, but he was especially excited by certain people who noticed them.He referred to a few journalists who shared the post, then mentioned two people who favorited the thread: Daryl Morey, the general manager of the Rockets, and Kirk Goldsberry, a former San Antonio Spurs executive. “That’s really cool because as an N.B.A. geek, I follow these people constantly,” Peraić said. “To see them reacting to my work is really rewarding.”Then there was Harden. He was once interviewed on TNT with a poster of Peraić’s portraits behind him. But other than that, Peraić did not know how Harden felt about the work. That changed Wednesday afternoon. Harden tweeted six of the images, reacting to each with emoji. “Yo @filiperaic,” Harden wrote in the first of the series of tweets, “these are dope!”Beyond rubbing elbows online with his N.B.A. heroes, Peraić has experienced tangible career benefits from the project. Recently, he worked on a series of images for the singer-songwriter Leon Bridges, and while the images may not have Harden’s beard in them, they are clearly in the same vein as the Harden project.The rut he had found himself in career-wise, it seemed, had created an opportunity.“I started this project just for my own pleasure and to try something else because I wasn’t satisfied with the kind of work I was getting,” Peraić said. “Now art directors come up to me and say, ‘We want this kind of James Harden portrait.’”Amusingly enough, considering how much time Peraić spends thinking about Harden, the Rockets guard is not, and has never been, the illustrator’s favorite player. He mentioned living near the city in Croatia where Drazen Petrovic, the Hall of Famer, grew up, and said he had always preferred Manu Ginobili and Kobe Bryant over Harden."
Basketball,"Amid all the breathless chatter these days about Zion Williamson and Duke being favored to win the N.C.A.A. Tournament, which begins next week, it is easy to forget that Villanova is the reigning champion and will remain so until — and only if — it is dethroned.“For everybody who doesn’t think that Villanova’s still one of the elite teams in the country — wait till they play them,” Providence Coach Ed Cooley said after his team lost to the Wildcats in the Big East tournament on Thursday.This has been a season of transition at Villanova, but in many ways it has been a lot like the last few that came before it. Despite having lost four players to the N.B.A. from last season’s N.C.A.A. title team — Villanova’s second championship in the past three years — the Wildcats won the Big East regular-season crown for the fifth time in six years. A win in this week’s conference tournament at Madison Square Garden would be their fourth in five years. Two Wildcats — guard Phil Booth and forward Eric Paschall — were unanimous selections to the all-Big East team this week, and a third starter — forward Saddiq Bey — made the all-freshman squad.Yet when experts list the top contenders to lift the N.C.A.A. championship trophy, they often start with Duke and its star freshmen, Williamson and R. J. Barrett; the Blue Devils’ Atlantic Coast Conference rivals Virginia and North Carolina; perpetually competitive Kentucky; and top-ranked Gonzaga. Those lists rarely run deep enough to include Villanova.“We see it all,” Coach Jay Wright said. “And we always tell them, if we’re not getting any attention right now, it’s fine. But we’re not thinking we’re not any good because of it.”Wright’s expectations for this season had to be adjusted even before it began. Entering last year’s N.C.A.A. Tournament, Wright expected to lose two of his best players, Mikal Bridges and Jalen Brunson, to the N.B.A. draft. But after the Wildcats beat Michigan in the final, two underclassmen — forward Omari Spellman and guard Donte DiVincenzo — decided to turn professional as well.Had Spellman and DiVincenzo returned, Villanova probably would have been favored to repeat as national champion. Even if only one had come back, Villanova would have been among the favorites. Instead, all four players were selected in the first 33 picks of the draft.That changed the calculus for Wright. In recent years, Villanova had built its success by redshirting players — last year’s roster featured seven, including Bridges, Spellman and DiVincenzo — who had taken a year to learn Wright’s system and the team’s methods without competing in games. But the departures of four key players in one off-season forced Wright to adapt on the fly.To compensate for a sudden lack of depth, Wright did something he rarely does: He added a graduate transfer, the former Albany guard Joe Cremo, who offered experience and scoring in the backcourt. And then he told Booth and Eric Paschall, two redshirt seniors, that he would expect more from them.The rebuilt Wildcats have struggled at times. Villanova has lost nine games this season after losing only four all of last year. It opened the season with a 27-point home loss to Michigan in a game that was billed as a national championship rematch, and it later endured two sets of back-to-back losses and a recent three-game losing streak.Still, Booth and Paschall have steadied the ship; they are now the Wildcats’ leading scorers.“I couldn’t be more proud of them,” Wright said, adding: “They had a really difficult task in our program this year with a lot of new guys. Not just leading them but being patient with them and teaching them.”Along with Booth and Paschall, Wright has had to rely heavily on the sophomore Collin Gillespie, who has seamlessly taken over the point guard duties once held by Brunson. “He’s a sophomore,” Wright said, “and we’re kind of treating him like a senior.”Regardless of what happens this weekend or over the next few weeks, though, Villanova’s future looks bright. Wright, 57, is one of two active Division I men’s coaches eligible this year for the basketball hall of fame, and he is widely expected to get in. And new talent is already on the way: The lure of two recent national titles has helped Wright lock up perhaps the country’s best recruiting class for 2019.Whether this Villanova team can match the success of its recent predecessors before those players arrive remains to be seen. The Wildcats beat fourth-seeded Xavier, 71-67, in overtime Friday night to advance to Saturday’s conference title game against Seton Hall, which defeated Marquette in the other semifinal."
